function_call,dictionary
find_nearby_parks,"{'name': 'find_nearby_parks', 'description': 'Find nearby parks based on location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The current location'}, 'amenities': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The desired park amenities'}}, 'required': ['location', 'amenities']}}"
generate_nickname,"{'name': 'generate_nickname', 'description': 'Generate a nickname based on a given name', 'parameters': {'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name to generate a nickname for'}}, 'required': ['name']}}"
get_github_repositories,"{'name': 'get_github_repositories', 'description': ""Retrieve a user's GitHub repositories"", 'parameters': {'type': 'object', 'properties': {'username': {'type': 'string', 'description': 'The username of the GitHub user'}}, 'required': ['username']}}"
search_nearest_gas_station,"{'name': 'search_nearest_gas_station', 'description': ""Search for the nearest gas station based on user's location"", 'parameters': {'type': 'object', 'properties': {'latitude': {'type': 'number', 'description': ""The latitude coordinate of the user's location""}, 'longitude': {'type': 'number', 'description': ""The longitude coordinate of the user's location""}}, 'required': ['latitude', 'longitude']}}"
search_music_albums,"{'name': 'search_music_albums', 'description': 'Search for music albums based on artist or genre', 'parameters': {'type': 'object', 'properties': {'artist': {'type': 'string', 'description': 'The artist of the music album'}, 'genre': {'type': 'string', 'description': 'The genre of the music album'}, 'year': {'type': 'integer', 'description': 'The year of the music album release'}}, 'required': ['artist', 'genre', 'year']}}"
calculate_resistance,"{'name': 'calculate_resistance', 'description': 'Calculate the resistance of a circuit', 'parameters': {'type': 'object', 'properties': {'voltage': {'type': 'number', 'description': 'The voltage across the circuit'}, 'current': {'type': 'number', 'description': 'The current passing through the circuit'}}, 'required': ['voltage', 'current']}}"
get_exchange_rates,"{'name': 'get_exchange_rates', 'description': 'Get the latest exchange rates', 'parameters': {'type': 'object', 'properties': {'base_currency': {'type': 'string', 'description': 'The base currency for conversion'}, 'target_currencies': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The currencies to get exchange rates for'}}, 'required': ['base_currency', 'target_currencies']}}"
find_movie_rating,"{'name': 'find_movie_rating', 'description': 'Find the rating of a movie', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the movie'}}, 'required': ['title']}}"
analyze_text_length,"{'name': 'analyze_text_length', 'description': 'Analyze the length of a given text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to analyze'}}, 'required': ['text']}}"
get_recommended_books,"{'name': 'get_recommended_books', 'description': 'Get a list of recommended books based on user preferences', 'parameters': {'type': 'object', 'properties': {'genre': {'type': 'string', 'description': 'The genre of books'}, 'author': {'type': 'string', 'description': 'The author of books'}, 'rating': {'type': 'number', 'description': 'The minimum rating of books'}}, 'required': ['genre', 'author', 'rating']}}"
generate_birthday_wish,"{'name': 'generate_birthday_wish', 'description': 'Generate a personalized birthday wish', 'parameters': {'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name of the person'}, 'age': {'type': 'integer', 'description': 'The age of the person'}}, 'required': ['name', 'age']}}"
get_detailed_stock_info,"{'name': 'get_detailed_stock_info', 'description': 'Get detailed information about a stock', 'parameters': {'type': 'object', 'properties': {'symbol': {'type': 'string', 'description': 'The stock symbol of the company'}}, 'required': ['symbol']}}"
check_webpage_status,"{'name': 'check_webpage_status', 'description': 'Check the status of a webpage (online/offline)', 'parameters': {'type': 'object', 'properties': {'url': {'type': 'string', 'description': 'The URL of the webpage'}}, 'required': ['url']}}"
get_currency_conversion_rate,"{'name': 'get_currency_conversion_rate', 'description': 'Get the conversion rate between two currencies', 'parameters': {'type': 'object', 'properties': {'base_currency': {'type': 'string', 'description': 'The currency to convert from'}, 'target_currency': {'type': 'string', 'description': 'The currency to convert to'}, 'amount': {'type': 'number', 'description': 'The amount to convert'}}, 'required': ['base_currency', 'target_currency', 'amount']}}"
searchRecipes,"{'name': 'searchRecipes', 'description': 'Search for recipes based on ingredients', 'parameters': {'type': 'object', 'properties': {'ingredients': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The ingredients to search for'}}, 'required': ['ingredients']}}"
searchMovies,"{'name': 'searchMovies', 'description': 'Search for movies based on title, genre, or actor', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the movie'}, 'genre': {'type': 'string', 'description': 'The genre of the movie'}, 'actor': {'type': 'string', 'description': 'The name of an actor in the movie'}}}}"
search_repositories,"{'name': 'search_repositories', 'description': 'Search for repositories on GitHub', 'parameters': {'type': 'object', 'properties': {'query': {'type': 'string', 'description': 'The search query'}, 'language': {'type': 'string', 'description': 'The programming language of the repositories'}, 'sort_by': {'type': 'string', 'description': 'The sorting criteria (stars, forks, etc.)'}}, 'required': ['query']}}"
search_product_reviews,"{'name': 'search_product_reviews', 'description': 'Search for product reviews based on keywords', 'parameters': {'type': 'object', 'properties': {'keywords': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The keywords to search for'}, 'product': {'type': 'string', 'description': 'The product to search reviews for'}}, 'required': ['keywords', 'product']}}"
parse_csv,"{'name': 'parse_csv', 'description': 'Parse and process data from a CSV file', 'parameters': {'type': 'object', 'properties': {'file_path': {'type': 'string', 'description': 'The path to the CSV file'}}, 'required': ['file_path']}}"
check_movie_reviews,"{'name': 'check_movie_reviews', 'description': 'Check the reviews for a movie', 'parameters': {'type': 'object', 'properties': {'movie_title': {'type': 'string', 'description': 'The title of the movie'}, 'critic_reviews': {'type': 'boolean', 'description': 'Whether to include critic reviews'}, 'user_reviews': {'type': 'boolean', 'description': 'Whether to include user reviews'}}, 'required': ['movie_title']}}"
search_albums,"{'name': 'search_albums', 'description': 'Search for albums based on given criteria', 'parameters': {'type': 'object', 'properties': {'artist': {'type': 'string', 'description': 'The artist of the album'}, 'genre': {'type': 'string', 'description': 'The genre of the album'}, 'year': {'type': 'integer', 'description': 'The release year of the album'}}}}"
verify_email,"{'name': 'verify_email', 'description': 'Verify if an email address is valid', 'parameters': {'type': 'object', 'properties': {'email': {'type': 'string', 'description': 'The email address to be verified'}}, 'required': ['email']}}"
generate_birthday_card,"{'name': 'generate_birthday_card', 'description': 'Generate a birthday card with a personalized message', 'parameters': {'type': 'object', 'properties': {'recipient_name': {'type': 'string', 'description': 'The name of the recipient'}, 'sender_name': {'type': 'string', 'description': 'The name of the sender'}, 'message': {'type': 'string', 'description': 'The personalized message for the recipient'}}, 'required': ['recipient_name', 'sender_name', 'message']}}"
calculate_sleep_duration,"{'name': 'calculate_sleep_duration', 'description': 'Calculate the recommended sleep duration based on age', 'parameters': {'type': 'object', 'properties': {'age': {'type': 'integer', 'description': 'The age of the person'}}, 'required': ['age']}}"
get_distance,"{'name': 'get_distance', 'description': 'Get the distance between two locations', 'parameters': {'type': 'object', 'properties': {'origin': {'type': 'string', 'description': 'The starting location'}, 'destination': {'type': 'string', 'description': 'The destination location'}}, 'required': ['origin', 'destination']}}"
analyze_traffic,"{'name': 'analyze_traffic', 'description': 'Analyze traffic conditions for a given route', 'parameters': {'type': 'object', 'properties': {'route': {'type': 'string', 'description': 'The route to analyze traffic conditions'}, 'time': {'type': 'string', 'format': 'date-time', 'description': 'The time to analyze traffic conditions'}}, 'required': ['route', 'time']}}"
get_public_transport_routes,"{'name': 'get_public_transport_routes', 'description': 'Get the public transport routes and schedules', 'parameters': {'type': 'object', 'properties': {'origin': {'type': 'string', 'description': 'The starting point of the journey'}, 'destination': {'type': 'string', 'description': 'The destination of the journey'}}, 'required': ['origin', 'destination']}}"
generate_prime_numbers,"{'name': 'generate_prime_numbers', 'description': 'Generate a list of prime numbers up to a given limit', 'parameters': {'type': 'object', 'properties': {'limit': {'type': 'integer', 'description': 'The limit up to which prime numbers will be generated'}}, 'required': ['limit']}}"
generate_random_password_with_constraints,"{'name': 'generate_random_password_with_constraints', 'description': 'Generate a random password with specified constraints', 'parameters': {'type': 'object', 'properties': {'length': {'type': 'integer', 'description': 'The length of the password'}, 'uppercase_letters': {'type': 'boolean', 'description': 'Include uppercase letters in the password'}, 'lowercase_letters': {'type': 'boolean', 'description': 'Include lowercase letters in the password'}, 'numbers': {'type': 'boolean', 'description': 'Include numbers in the password'}, 'symbols': {'type': 'boolean', 'description': 'Include symbols in the password'}}, 'required': ['length']}}"
make_todo_list,"{'name': 'make_todo_list', 'description': 'Create a to-do list', 'parameters': {'type': 'object', 'properties': {'tasks': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The tasks to be included in the to-do list'}}, 'required': ['tasks']}}"
rate_product,"{'name': 'rate_product', 'description': 'Rate a product', 'parameters': {'type': 'object', 'properties': {'product_id': {'type': 'string', 'description': 'The ID of the product'}, 'rating': {'type': 'number', 'description': 'The rating given to the product'}}, 'required': ['product_id', 'rating']}}"
check_moon_phase,"{'name': 'check_moon_phase', 'description': 'Check the current phase of the moon', 'parameters': {'type': 'object', 'properties': {}, 'required': []}}"
calculate_weight,"{'name': 'calculate_weight', 'description': 'Calculate the weight based on mass and gravity', 'parameters': {'type': 'object', 'properties': {'mass': {'type': 'number', 'description': 'The mass of the object'}, 'gravity': {'type': 'number', 'description': 'The acceleration due to gravity'}}, 'required': ['mass', 'gravity']}}"
create_alert,"{'name': 'create_alert', 'description': 'Create a new alert', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the alert'}, 'message': {'type': 'string', 'description': 'The content of the alert'}, 'duration': {'type': 'integer', 'description': 'The duration of the alert in seconds'}}, 'required': ['title', 'message', 'duration']}}"
calculate_route_duration,"{'name': 'calculate_route_duration', 'description': 'Calculate the duration of a route based on traffic', 'parameters': {'type': 'object', 'properties': {'start_location': {'type': 'string', 'description': 'The starting location of the route'}, 'end_location': {'type': 'string', 'description': 'The destination location of the route'}, 'departure_time': {'type': 'string', 'description': 'The departure time for the route in YYYY-MM-DD HH:MM format'}}, 'required': ['start_location', 'end_location', 'departure_time']}}"
play_playlist,"{'name': 'play_playlist', 'description': ""Play a playlist based on user's preferences"", 'parameters': {'type': 'object', 'properties': {'genre': {'type': 'string', 'description': 'The genre of music'}, 'mood': {'type': 'string', 'description': 'The mood of the user'}}, 'required': ['genre', 'mood']}}"
record_expense,"{'name': 'record_expense', 'description': 'Record an expense', 'parameters': {'type': 'object', 'properties': {'amount': {'type': 'number', 'description': 'The amount of the expense'}, 'category': {'type': 'string', 'description': 'The category of the expense'}, 'date': {'type': 'string', 'format': 'date', 'description': 'The date of the expense (YYYY-MM-DD)'}}, 'required': ['amount', 'category', 'date']}}"
calculate_statistics,"{'name': 'calculate_statistics', 'description': 'Calculate statistics for a given dataset', 'parameters': {'type': 'object', 'properties': {'dataset': {'type': 'array', 'items': {'type': 'number'}, 'description': 'The dataset to calculate statistics on'}}, 'required': ['dataset']}}"
get_definition_in_language,"{'name': 'get_definition_in_language', 'description': 'Get the definition of a word in a specific language', 'parameters': {'type': 'object', 'properties': {'word': {'type': 'string', 'description': 'The word to get the definition of'}, 'language': {'type': 'string', 'description': 'The language code'}}, 'required': ['word', 'language']}}"
read_text_file,"{'name': 'read_text_file', 'description': 'Read a text file', 'parameters': {'type': 'object', 'properties': {'file_path': {'type': 'string', 'description': 'The path of the text file'}}, 'required': ['file_path']}}"
calculate_paint_required,"{'name': 'calculate_paint_required', 'description': 'Calculate the amount of paint required for a room', 'parameters': {'type': 'object', 'properties': {'length': {'type': 'number', 'description': 'The length of the room'}, 'width': {'type': 'number', 'description': 'The width of the room'}, 'height': {'type': 'number', 'description': 'The height of the room'}}, 'required': ['length', 'width', 'height']}}"
get_random_word,"{'name': 'get_random_word', 'description': 'Get a random word', 'parameters': {}}"
create_random_username,"{'name': 'create_random_username', 'description': 'Create a random username', 'parameters': {'type': 'object', 'properties': {'length': {'type': 'integer', 'description': 'The length of the username'}}, 'required': ['length']}}"
add_event,"{'name': 'add_event', 'description': 'Add a new event', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the event'}, 'date': {'type': 'string', 'description': 'The date of the event'}}, 'required': ['title', 'date']}}"
randomize_list,"{'name': 'randomize_list', 'description': 'Randomize the order of a given list', 'parameters': {'type': 'object', 'properties': {'list': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The list to be randomized'}}, 'required': ['list']}}"
get_poem,"{'name': 'get_poem', 'description': 'Get a random poem', 'parameters': {}}"
predict_stock_price,"{'name': 'predict_stock_price', 'description': 'Predict the future stock price based on historical data', 'parameters': {'type': 'object', 'properties': {'symbol': {'type': 'string', 'description': 'The stock symbol, e.g. AAPL'}, 'start_date': {'type': 'string', 'format': 'date', 'description': 'The start date for historical data'}, 'end_date': {'type': 'string', 'format': 'date', 'description': 'The end date for historical data'}}, 'required': ['symbol', 'start_date', 'end_date']}}"
search_documents,"{'name': 'search_documents', 'description': 'Search for documents based on a query', 'parameters': {'type': 'object', 'properties': {'query': {'type': 'string', 'description': 'The search query'}, 'limit': {'type': 'integer', 'description': 'The maximum number of documents to retrieve'}}, 'required': ['query', 'limit']}}"
search_nearby_places,"{'name': 'search_nearby_places', 'description': 'Search for nearby places of interest based on location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search for nearby places'}, 'radius': {'type': 'integer', 'description': 'The radius within which to search for places'}, 'category': {'type': 'string', 'description': 'The category of places to search for'}}, 'required': ['location', 'radius']}}"
solve_math_equation,"{'name': 'solve_math_equation', 'description': 'Solve a math equation', 'parameters': {'type': 'object', 'properties': {'equation': {'type': 'string', 'description': 'The math equation to be solved'}}, 'required': ['equation']}}"
get_exercise_recommendation,"{'name': 'get_exercise_recommendation', 'description': ""Get exercise recommendations based on user's fitness goals"", 'parameters': {'type': 'object', 'properties': {'fitness_goal': {'type': 'string', 'description': ""The user's fitness goal, e.g. lose weight, build muscle""}, 'duration': {'type': 'integer', 'description': 'The duration of the exercise session in minutes'}}, 'required': ['fitness_goal', 'duration']}}"
find_nearest_store,"{'name': 'find_nearest_store', 'description': 'Find the nearest store based on location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search from'}, 'category': {'type': 'string', 'description': 'The category of the store'}}, 'required': ['location', 'category']}}"
calculate_miles_per_gallon,"{'name': 'calculate_miles_per_gallon', 'description': 'Calculate miles per gallon based on distance traveled and fuel consumed', 'parameters': {'type': 'object', 'properties': {'distance': {'type': 'number', 'description': 'The distance traveled in miles'}, 'fuel_consumed': {'type': 'number', 'description': 'The amount of fuel consumed in gallons'}}, 'required': ['distance', 'fuel_consumed']}}"
get_relevant_articles,"{'name': 'get_relevant_articles', 'description': 'Retrieve relevant articles based on a query', 'parameters': {'type': 'object', 'properties': {'query': {'type': 'string', 'description': 'The search query'}, 'limit': {'type': 'integer', 'description': 'The maximum number of articles to retrieve'}}, 'required': ['query']}}"
check_file_exists,"{'name': 'check_file_exists', 'description': 'Check if a file exists', 'parameters': {'type': 'object', 'properties': {'file_path': {'type': 'string', 'description': 'The path to the file'}}, 'required': ['file_path']}}"
compute_average,"{'name': 'compute_average', 'description': 'Compute the average of a list of numbers', 'parameters': {'type': 'object', 'properties': {'numbers': {'type': 'array', 'items': {'type': 'number'}, 'description': 'The list of numbers'}}, 'required': ['numbers']}}"
get_forecast,"{'name': 'get_forecast', 'description': 'Get the weather forecast for the next 7 days', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The city and state, e.g. New York, NY'}}, 'required': ['location']}}"
get_tv_show_schedule,"{'name': 'get_tv_show_schedule', 'description': 'Get the schedule of a TV show', 'parameters': {'type': 'object', 'properties': {'show_name': {'type': 'string', 'description': 'The name of the TV show'}}, 'required': ['show_name']}}"
get_holiday_dates,"{'name': 'get_holiday_dates', 'description': 'Get the dates of upcoming holidays', 'parameters': {'type': 'object', 'properties': {'country': {'type': 'string', 'description': 'The country for which to retrieve holiday dates'}}, 'required': ['country']}}"
get_word_definitions,"{'name': 'get_word_definitions', 'description': 'Get definitions of a word', 'parameters': {'type': 'object', 'properties': {'word': {'type': 'string', 'description': 'The word to get definitions for'}, 'language': {'type': 'string', 'description': 'The language of the word'}}, 'required': ['word']}}"
analyze_social_media_post,"{'name': 'analyze_social_media_post', 'description': 'Analyze the content of a social media post', 'parameters': {'type': 'object', 'properties': {'post_text': {'type': 'string', 'description': 'The text of the social media post'}, 'platform': {'type': 'string', 'description': 'The social media platform where the post was made'}, 'user': {'type': 'string', 'description': 'The username of the user who made the post'}}, 'required': ['post_text', 'platform', 'user']}}"
generate_unique_code,"{'name': 'generate_unique_code', 'description': 'Generate a unique code for identification', 'parameters': {'type': 'object', 'properties': {'prefix': {'type': 'string', 'description': 'The prefix for the unique code'}, 'length': {'type': 'integer', 'description': 'The length of the unique code'}}, 'required': ['length']}}"
get_sunrise_sunset,"{'name': 'get_sunrise_sunset', 'description': 'Get the time of sunrise and sunset for a given location', 'parameters': {'type': 'object', 'properties': {'latitude': {'type': 'number', 'description': 'The latitude of the location'}, 'longitude': {'type': 'number', 'description': 'The longitude of the location'}}, 'required': ['latitude', 'longitude']}}"
get_currency_conversion,"{'name': 'get_currency_conversion', 'description': 'Get the conversion rate between two currencies', 'parameters': {'type': 'object', 'properties': {'base_currency': {'type': 'string', 'description': 'The base currency to convert from'}, 'target_currency': {'type': 'string', 'description': 'The target currency to convert to'}, 'amount': {'type': 'number', 'description': 'The amount to be converted'}}, 'required': ['base_currency', 'target_currency', 'amount']}}"
get_defect_count,"{'name': 'get_defect_count', 'description': 'Get the count of defects in a software system', 'parameters': {'type': 'object', 'properties': {'system_id': {'type': 'string', 'description': 'The ID of the software system'}, 'severity': {'type': 'string', 'description': 'The severity level of defects'}}, 'required': ['system_id']}}"
find_mismatch,"{'name': 'find_mismatch', 'description': 'Find the first mismatched character in two strings', 'parameters': {'type': 'object', 'properties': {'string1': {'type': 'string', 'description': 'The first string'}, 'string2': {'type': 'string', 'description': 'The second string'}}, 'required': ['string1', 'string2']}}"
add_two_numbers,"{'name': 'add_two_numbers', 'description': 'Add two numbers', 'parameters': {'type': 'object', 'properties': {'num1': {'type': 'number', 'description': 'The first number to be added'}, 'num2': {'type': 'number', 'description': 'The second number to be added'}}, 'required': ['num1', 'num2']}}"
start_timer,"{'name': 'start_timer', 'description': 'Start a timer for a specific duration', 'parameters': {'type': 'object', 'properties': {'duration': {'type': 'integer', 'description': 'The duration of the timer in minutes'}}, 'required': ['duration']}}"
find_nearest_parking_spot,"{'name': 'find_nearest_parking_spot', 'description': 'Find the nearest parking spot', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The current location'}}, 'required': ['location']}}"
get_quotations,"{'name': 'get_quotations', 'description': 'Get famous quotations', 'parameters': {}}"
find_average,"{'name': 'find_average', 'description': 'Find the average of a list of numbers', 'parameters': {'type': 'object', 'properties': {'numbers': {'type': 'array', 'items': {'type': 'number'}, 'description': 'The list of numbers'}}, 'required': ['numbers']}}"
find_largest_number,"{'name': 'find_largest_number', 'description': 'Find the largest number in a list', 'parameters': {'type': 'object', 'properties': {'numbers': {'type': 'array', 'items': {'type': 'number'}, 'description': 'The list of numbers'}}, 'required': ['numbers']}}"
check_word,"{'name': 'check_word', 'description': 'Check if a word is present in a given sentence', 'parameters': {'type': 'object', 'properties': {'sentence': {'type': 'string', 'description': 'The sentence for word checking'}, 'word': {'type': 'string', 'description': 'The word to be checked'}}, 'required': ['sentence', 'word']}}"
find_recipes,"{'name': 'find_recipes', 'description': 'Find recipes based on ingredients', 'parameters': {'type': 'object', 'properties': {'ingredients': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The ingredients available for cooking'}, 'cuisine': {'type': 'string', 'description': 'The preferred cuisine'}, 'dietary_restrictions': {'type': 'array', 'items': {'type': 'string'}, 'description': 'Any dietary restrictions to consider'}}, 'required': ['ingredients']}}"
create_new_account,"{'name': 'create_new_account', 'description': 'Create a new user account', 'parameters': {'type': 'object', 'properties': {'username': {'type': 'string', 'description': 'The username for the new account'}, 'email': {'type': 'string', 'description': 'The email address for the new account'}, 'password': {'type': 'string', 'description': 'The password for the new account'}}, 'required': ['username', 'email', 'password']}}"
get_earthquake_data,"{'name': 'get_earthquake_data', 'description': 'Get data about recent earthquakes in a specific geographical region', 'parameters': {'type': 'object', 'properties': {'latitude': {'type': 'number', 'description': 'The latitude of the region'}, 'longitude': {'type': 'number', 'description': 'The longitude of the region'}, 'radius': {'type': 'integer', 'description': 'The radius in kilometers to search within'}}, 'required': ['latitude', 'longitude', 'radius']}}"
calculate_discount_amount,"{'name': 'calculate_discount_amount', 'description': 'Calculate the discount amount for a given price and discount percentage', 'parameters': {'type': 'object', 'properties': {'price': {'type': 'number', 'description': 'The original price'}, 'discount_percentage': {'type': 'number', 'description': 'The percentage discount'}}, 'required': ['price', 'discount_percentage']}}"
search_offices,"{'name': 'search_offices', 'description': 'Search for offices based on location and amenities', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location of the offices'}, 'amenities': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The amenities required in the offices'}}, 'required': ['location']}}"
get_current_exchange_rates,"{'name': 'get_current_exchange_rates', 'description': 'Get the current exchange rates', 'parameters': {}}"
check_traffic,"{'name': 'check_traffic', 'description': 'Check the current traffic conditions', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location for which the traffic conditions should be checked'}}, 'required': ['location']}}"
add_todo,"{'name': 'add_todo', 'description': 'Add a new todo item to a list', 'parameters': {'type': 'object', 'properties': {'task': {'type': 'string', 'description': 'The task description'}, 'due_date': {'type': 'string', 'description': 'The due date of the task in ISO 8601 format'}, 'priority': {'type': 'string', 'description': 'The priority level of the task'}}, 'required': ['task']}}"
record_note,"{'name': 'record_note', 'description': 'Record a note', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the note'}, 'content': {'type': 'string', 'description': 'The content of the note'}}, 'required': ['title', 'content']}}"
search_for_hotels,"{'name': 'search_for_hotels', 'description': 'Search for hotels based on given criteria', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location of the hotels'}, 'check_in_date': {'type': 'string', 'format': 'date', 'description': 'The check-in date'}, 'check_out_date': {'type': 'string', 'format': 'date', 'description': 'The check-out date'}}, 'required': ['location', 'check_in_date', 'check_out_date']}}"
create_social_media_post,"{'name': 'create_social_media_post', 'description': 'Create a social media post with text and optional image', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text content of the post'}, 'image_url': {'type': 'string', 'description': 'The URL of an optional image for the post'}}, 'required': ['text']}}"
check_route_traffic,"{'name': 'check_route_traffic', 'description': 'Check the traffic conditions for a specific route', 'parameters': {'type': 'object', 'properties': {'origin': {'type': 'string', 'description': 'The origin location of the route'}, 'destination': {'type': 'string', 'description': 'The destination location of the route'}, 'time': {'type': 'string', 'description': 'The time at which to check the traffic conditions in ISO 8601 format'}}, 'required': ['origin', 'destination']}}"
register_user,"{'name': 'register_user', 'description': 'Register a new user', 'parameters': {'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name of the user'}, 'email': {'type': 'string', 'format': 'email', 'description': 'The email address of the user'}, 'password': {'type': 'string', 'description': 'The password for the user account'}}, 'required': ['name', 'email', 'password']}}"
get_random_pokemon,"{'name': 'get_random_pokemon', 'description': 'Get information about a random Pokemon', 'parameters': {'type': 'object', 'properties': {}}}"
bookFlight,"{'name': 'bookFlight', 'description': 'Book a flight based on departure and arrival details', 'parameters': {'type': 'object', 'properties': {'departure': {'type': 'string', 'description': 'The departure location'}, 'arrival': {'type': 'string', 'description': 'The arrival location'}, 'date': {'type': 'string', 'description': 'The date of the flight'}}, 'required': ['departure', 'arrival', 'date']}}"
calculate_tips,"{'name': 'calculate_tips', 'description': 'Calculate the total amount including tips', 'parameters': {'type': 'object', 'properties': {'bill_amount': {'type': 'number', 'description': 'The total amount of the bill'}, 'tip_percentage': {'type': 'number', 'description': 'The percentage of tip to add'}}, 'required': ['bill_amount', 'tip_percentage']}}"
getRandomFact,"{'name': 'getRandomFact', 'description': 'Get a random fact from a specific category', 'parameters': {'type': 'object', 'properties': {'category': {'type': 'string', 'description': 'The category of the random fact'}}, 'required': ['category']}}"
get_definitions,"{'name': 'get_definitions', 'description': 'Get definitions of a word', 'parameters': {'type': 'object', 'properties': {'word': {'type': 'string', 'description': 'The word to get definitions for'}}, 'required': ['word']}}"
find_word_frequency,"{'name': 'find_word_frequency', 'description': 'Find the frequency of a word in a given text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to search in'}, 'word': {'type': 'string', 'description': 'The word to find frequency of'}}, 'required': ['text', 'word']}}"
searchBooks,"{'name': 'searchBooks', 'description': 'Search for books based on title, author, or genre', 'parameters': {'type': 'object', 'properties': {'title': {'type': 'string', 'description': 'The title of the book'}, 'author': {'type': 'string', 'description': 'The author of the book'}, 'genre': {'type': 'string', 'description': 'The genre of the book'}}}}"
locate_nearby_places,"{'name': 'locate_nearby_places', 'description': 'Locate nearby places of interest', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The current location'}, 'type': {'type': 'string', 'description': 'The type of places to search for'}, 'radius': {'type': 'number', 'description': 'The search radius in meters'}}, 'required': ['location', 'type', 'radius']}}"
calculate_seconds_difference,"{'name': 'calculate_seconds_difference', 'description': 'Calculate the difference in seconds between two timestamps', 'parameters': {'type': 'object', 'properties': {'timestamp1': {'type': 'string', 'description': 'The first timestamp in ISO 8601 format'}, 'timestamp2': {'type': 'string', 'description': 'The second timestamp in ISO 8601 format'}}, 'required': ['timestamp1', 'timestamp2']}}"
check_word_meaning,"{'name': 'check_word_meaning', 'description': 'Check the meaning of a word', 'parameters': {'type': 'object', 'properties': {'word': {'type': 'string', 'description': 'The word to check meaning'}}, 'required': ['word']}}"
get_traffic_updates,"{'name': 'get_traffic_updates', 'description': 'Get traffic updates for a specific location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location for which traffic updates are needed'}}, 'required': ['location']}}"
search_nearby_restaurants,"{'name': 'search_nearby_restaurants', 'description': 'Search for nearby restaurants based on location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search for restaurants'}, 'cuisine': {'type': 'string', 'description': 'The desired cuisine type'}, 'radius': {'type': 'integer', 'description': 'The search radius in meters'}}, 'required': ['location']}}"
save_contact,"{'name': 'save_contact', 'description': 'Save a contact to the address book', 'parameters': {'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name of the contact'}, 'phone': {'type': 'string', 'description': 'The phone number of the contact'}, 'email': {'type': 'string', 'description': 'The email address of the contact'}}, 'required': ['name', 'phone']}}"
get_road_conditions,"{'name': 'get_road_conditions', 'description': 'Get the current road conditions', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to get road conditions'}}, 'required': ['location']}}"
send_text_message,"{'name': 'send_text_message', 'description': 'Send a text message to a recipient', 'parameters': {'type': 'object', 'properties': {'recipient': {'type': 'string', 'description': 'The phone number or email address of the recipient'}, 'message': {'type': 'string', 'description': 'The content of the message'}}, 'required': ['recipient', 'message']}}"
analyze_sentiment_tone,"{'name': 'analyze_sentiment_tone', 'description': 'Analyze the sentiment and tone of a given text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to analyze'}}, 'required': ['text']}}"
get_definition_synonyms,"{'name': 'get_definition_synonyms', 'description': ""Get synonyms of a word's definition"", 'parameters': {'type': 'object', 'properties': {'word': {'type': 'string', 'description': 'The word to get the definition and its synonyms'}}, 'required': ['word']}}"
calculate_circle_circumference,"{'name': 'calculate_circle_circumference', 'description': 'Calculate the circumference of a circle', 'parameters': {'type': 'object', 'properties': {'radius': {'type': 'number', 'description': 'The radius of the circle'}}, 'required': ['radius']}}"
